0.083483,0.0988852,0.21145,0.220778,0.166928,0.218478
0.0685476,0.030994,0.238514,0.256014,0.185933,0.220007
0.0640302,0.0403739,0.240735,0.202652,0.148464,0.303743
0.0865628,0.0667243,0.231183,0.109194,0.374389,0.131996
0.0505412,0.0303445,0.135828,0.38506,0.167958,0.230294
0.254811,0.0828261,0.193448,0.0658402,0.24379,0.15924
0.167444,0.0731731,0.224266,0.12523,0.232436,0.177436
0.0601941,0.0559844,0.0987684,0.498934,0.0735688,0.212589
0.0551575,0.0807084,0.218409,0.20804,0.192461,0.245234
0.0429775,0.055083,0.187501,0.296542,0.148728,0.269157
0.0476904,0.00815161,0.147801,0.474707,0.0546529,0.266983
0.0383574,0.0264039,0.256989,0.133491,0.326655,0.217994
0.216108,0.122309,0.102084,0.0790091,0.243577,0.236868
0.0292827,0.0211858,0.0817632,0.0463475,0.548378,0.273053
0.0998811,0.0588087,0.197497,0.344333,0.165488,0.134004
0.0863059,0.0416522,0.0702095,0.422239,0.114632,0.264939
0.189461,0.131901,0.113149,0.292216,0.090097,0.183158
0.02688,0.0233837,0.144006,0.446116,0.144702,0.214925
0,0,0.313358,0.0718466,0.154056,0.460704
0.0803657,0.126907,0.190444,0.220634,0.175324,0.206329
0.171867,0.153667,0.232089,0.111702,0.2344,0.0962743
0.0484671,0.0605385,0.185401,0.287186,0.146011,0.272397
0.0550814,0.0423191,0.110504,0.383534,0.117245,0.291295
0.113162,0.0581102,0.19982,0.080627,0.337667,0.210664
0.0677819,0.0387441,0.182199,0.259472,0.199621,0.252182
0.107182,0.0630211,0.0713302,0.391437,0.0749616,0.29207
0.0839127,0.0577027,0.164269,0.278494,0.245086,0.170535
0.0540047,0.070244,0.0730963,0.353105,0.0983841,0.35117
0.137285,0.0745836,0.215872,0.0467009,0.496135,0.0294339
0.10458,0.0414908,0.277039,0.0247962,0.435423,0.116697
0.0990579,0.0782925,0.266544,0.117921,0.287371,0.1508
